Código Identificação;UF;Município;Faixas;Tipo;Marca/Modelo;Edital/Lote (Operadora);Inicio Operação;Cód. ET;Cód. EV;latitude;longitude;km;br
CER20010044;CE;UMIRIM;P-C-1;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2020-03-12;ET.1810.CE0079;EV.1805.CE0079;-3.67806299999999;-39.348067;90.2;222
CER20010045;CE;BOA VIAGEM;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2020-03-13;ET.1811.CE0104;EV.1805.CE0101;-5.12689099999999;-39.7375559999999;203.2;020
CER20010046;CE;UMIRIM;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2020-04-08;ET.1810.CE0081;EV.1805.CE0081;-3.68162099999999;-39.356889;91.05;222
CER20010048;CE;JAGUARIBE;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2020-07-23;ET.1810.CE0065;EV.1805.CE0124;-5.90739899999999;-38.624583;300.42;116
CER20020049;CE;CANINDE;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2020-03-14;ET.1809.CE0011;EV.1805.CE0130;-4.33817499999999;-39.2908899999999;309.56;020
CER20020054;CE;RUSSAS;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2020-07-14;ET.1812.CE0126;EV.1805.CE0096;-4.948254;-37.9927449999999;163.647;116
CER20040055;CE;UMIRIM;P-D-1;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2020-05-15;ET.1810.CE0080;EV.1805.CE0080;-3.67887899999999;-39.350377;90.3;222
CER22030056;CE;ARACATI;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2022-07-05;ET.2202.CE0152;EV.2108.CE0160;-4.573361;-37.73778;52.8;304
CER22100057;CE;HORIZONTE;P-D-1, P-D-2;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2022-11-26;ET.2209.CE0156;EV.2204.CE0168;-4.114725;-38.4893199999999;42.53;116
CER22110058;CE;ITAPAJÉ;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2023-01-07;ET.2209.CE0155;EV.2206.CE0172;-3.695811;-39.579684;122.618;222
CER23030059;CE;BREJO SANTO;P-C-1, P-D-1;CEV;Mobit/mITS Loop;168.16 / 8 (Mobit);2023-06-16;ET.2303.CE0158;EV.2303.CE0182;-7.489206;-38.984076;502.2;116
DFB20010001;DF;BRASILIA;P-C-1, P-C-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-01-09;ET.1911.DF0065;EV.1805.DF0016;-15.785009;-48.120975;7.8;070
DFB20010002;DF;BRASILIA;P-D-1, P-D-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-02-02;ET.1911.DF0069;EV.1810.DF0051;-15.7969;-48.1736;13.7;070
DFB20010003;DF;BRASILIA;P-C-1, P-C-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-14;ET.1911.DF0058;EV.1805.DF0046;-15.58451;-47.3549769999999;57.2;020
DFB20010004;DF;BRASILIA;P-C-1, P-C-2, P-C-3;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-20;ET.1911.DF0059;EV.1805.DF0005;-15.795336;-48.064663;1.1;070
DFB20020009;DF;BRASILIA;P-C-1, P-C-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-01-26;ET.1911.DF0068;EV.1810.DF0050;-15.7955;-48.1698999999999;13.5;070
DFB20020010;DF;BRASILIA;P-C-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-15;ET.1912.DF0076;EV.1805.DF0026;-15.713418;-48.198399;14.6;080
DFB20020015;DF;BRASILIA;P-C-1, P-C-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-14;ET.1911.DF0063;EV.1805.DF0012;-15.791312;-48.104685;6.0;070
DFB20020017;DF;BRASILIA;P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-19;ET.1912.DF0077;EV.1805.DF0027;-15.711105;-48.19924;14.9;080
DFB20070019;DF;BRASILIA;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-11-30;ET.2003.DF0082;EV.2002.DF0058;-15.7308749999999;-48.180646;11.4;080
DFB20090020;DF;BRASILIA;P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-02-20;ET.1911.DF0075;EV.1810.DF0049;-15.945833;-47.7919959999999;38.1;251
DFB20090021;DF;BRASILIA;P-C-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-02-13;ET.2003.DF0081;EV.1810.DF0048;-15.9454379999999;-47.789458;37.7;251
DFB22020023;DF;BRASILIA;P-C-1, P-C-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2022-06-21;ET.2110.DF0085;EV.2109.DF0063;-15.796972;-48.191648;15.636;070
DFB22060024;DF;BRASILIA;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2022-07-09;ET.2110.DF0086;EV.2109.DF0062;-15.96263;-47.6611419999999;22.8;251
DFB23040025;DF;BRASILIA;P-D-1, P-D-2, P-D-3;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-05-30;ET.2212.DF0091;EV.2211.DF0068;-15.785977;-48.1354729999999;9.4;070
DFB23040026;DF;BRASILIA;P-D-1, P-D-2, P-D-3;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-05-30;ET.2212.DF0087;EV.2211.DF0064;-15.800628;-48.076976;2.64;070
DFB23040027;DF;BRASILIA;P-D-1, P-D-2, P-D-3;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-05-30;ET.2212.DF0090;EV.2211.DF0067;-15.789087;-48.11146;6.7;070
DFB23090028;DF;BRASILIA;P-C-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-10-11;ET.2307.DF0093;EV.2304.DF0070;-15.729319;-48.123057;4.9;080
DFB23090029;DF;BRASILIA;P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-10-11;ET.2307.DF0094;EV.2304.DF0071;-15.7292419999999;-48.125013;5.1;080
DFB24050030;DF;BRASILIA;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2024-06-20;ET.2403.DF0097;EV.2308.DF0072;-15.938698;-47.761018;34.6;251
DFR20010001;DF;BRASILIA;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-11-04;ET.1911.DF0057;EV.1805.DF0045;-15.581633;-47.4553889999999;46.3;020
DFR20020002;DF;BRASILIA;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-05-06;ET.1911.DF0061;EV.1805.DF0008;-15.799192;-48.087775;4.0;070
DFR20020004;DF;BRASILIA;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-01-15;ET.1911.DF0070;EV.1805.DF0029;-15.78903;-48.2211399999999;19.3;070
DFR20020005;DF;BRASILIA;P-D-1;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-15;ET.1911.DF0071;EV.1810.DF0053;-15.690677;-48.205719;17.3;080
DFR20020007;DF;BRASILIA;P-D-1;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-02-13;ET.1911.DF0074;EV.1805.DF0042;-15.937274;-47.7551729999999;34.0;251
DFR20070009;DF;BRASILIA;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-02-13;ET.2004.DF0083;EV.1805.DF0034;-15.595438;-47.6496509999999;24.85;020
DFR23010010;DF;BRASILIA;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-03-16;ET.2212.DF0088;EV.2211.DF0065;-15.796892;-48.091763;4.5;070
DFR23010011;DF;BRASILIA;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-03-14;ET.2212.DF0089;EV.2211.DF0066;-15.7928;-48.1017579999999;5.7;070
DFR23010012;DF;BRASILIA;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-03-07;ET.2212.DF0092;EV.2211.DF0069;-15.7916899999999;-48.1555299999999;11.75;070
ESB24060013;ES;BAIXO GUANDU;P-C-1;REV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0144;EV.2404.ES0218;-19.5084;-40.9228;91.0;259
ESB24070014;ES;BAIXO GUANDU;P-D-1;REV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0145;EV.2404.ES0217;-19.5081999999999;-40.9251;91.2;259
ESB24070015;ES;NOVA VENECIA;P-C-1;REV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0181;EV.2404.ES0220;-18.6115859999999;-40.5301329999999;107.48;342
ESB24070016;ES;NOVA VENECIA;P-D-1;REV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0185;EV.2404.ES0221;-18.6115929999999;-40.5292719999999;107.52;342
ESB24070017;ES;CACHOEIRO DE ITAPEMIRIM;P-C-1, P-D-1;REV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0178;EV.2404.ES0219;-20.8374929999999;-41.228943;9.85;393
ESR24070067;ES;COLATINA;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0136;EV.2404.ES0196;-19.5531;-40.4981;35.1;259
ESR24070068;ES;COLATINA;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0137;EV.2404.ES0199;-19.534431;-40.5709349999999;44.4;259
ESR24070069;ES;COLATINA;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0138;EV.2404.ES0200;-19.532359;-40.57352;44.75;259
ESR24070070;ES;COLATINA;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0139;EV.2404.ES0178;-19.5107;-40.6559999999999;56.53;259
ESR24070071;ES;COLATINA;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0143;EV.2404.ES0180;-19.532471;-40.6880299999999;61.0;259
ESR24070072;ES;IBATIBA;P-C-1, P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0161;EV.2404.ES0175;-20.231667;-41.492817;157.5;262
ESR24070073;ES;MARECHAL FLORIANO;P-C-1, P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0166;EV.2404.ES0187;-20.3995399999999;-40.672159;45.33;262
ESR24070074;ES;DOMINGOS MARTINS;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0168;EV.2404.ES0203;-20.3795;-41.0471879999999;92.56;262
ESR24070075;ES;DOMINGOS MARTINS;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0169;EV.2404.ES0204;-20.379942;-41.049793;92.9;262
ESR24070076;ES;VIANA;P-C-1, P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0146;EV.2404.ES0176;-20.386918;-40.4740779999999;17.15;262
ESR24070077;ES;VIANA;P-C-1, P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0147;EV.2404.ES0179;-20.392299;-40.4892759999999;18.97;262
ESR24070078;ES;VIANA;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0148;EV.2404.ES0177;-20.3850969999999;-40.5568949999999;27.7;262
ESR24070079;ES;DOMINGOS MARTINS;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0149;EV.2404.ES0183;-20.374565;-40.5929819999999;34.37;262
ESR24070080;ES;DOMINGOS MARTINS;P-C-1, P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0150;EV.2404.ES0194;-20.382788;-40.6353349999999;39.85;262
ESR24070081;ES;DOMINGOS MARTINS;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0151;EV.2404.ES0191;-20.3827099999999;-40.639513;40.43;262
ESR24070082;ES;DOMINGOS MARTINS;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0152;EV.2404.ES0182;-20.383949;-40.6413259999999;40.67;262
ESR24070083;ES;MARECHAL FLORIANO;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0155;EV.2404.ES0210;-20.413902;-40.7058219999999;49.88;262
ESR24070084;ES;DOMINGOS MARTINS;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0157;EV.2404.ES0195;-20.408939;-40.939622;79.92;262
ESR24070085;ES;DOMINGOS MARTINS;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0158;EV.2404.ES0198;-20.407119;-40.942835;80.4;262
ESR24070086;ES;DOMINGOS MARTINS;P-C-1, P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0159;EV.2404.ES0193;-20.380512;-41.026758;90.25;262
ESR24070087;ES;DOMINGOS MARTINS;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0170;EV.2404.ES0190;-20.365634;-41.0608879999999;95.06;262
ESR24070088;ES;DOMINGOS MARTINS;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0171;EV.2404.ES0189;-20.3644019999999;-41.06369;95.38;262
ESR24070089;ES;IBATIBA;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0172;EV.2404.ES0192;-20.215458;-41.447895;150.8;262
ESR24070090;ES;MARECHAL FLORIANO;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0154;EV.2404.ES0201;-20.412198;-40.702744;49.43;262
ESR24070091;ES;VENDA NOVA DO IMIGRANTE;P-C-1, P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0160;EV.2404.ES0211;-20.335894;-41.172542;109.15;262
ESR24070092;ES;IBATIBA;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2406.ES0203;EV.2406.ES0245;-20.248832;-41.550303;164.87;262
ESR24070093;ES;IBATIBA;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2406.ES0202;EV.2406.ES0244;-20.246476;-41.5488089999999;164.5;262
ESR24070094;ES;COLATINA;P-C-1, P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2406.ES0196;EV.2406.ES0238;-19.5555799999999;-40.496689;34.6;259
ESR24070095;ES;NOVA VENECIA;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0182;EV.2404.ES0213;-18.6709;-40.4198;122.32;342
ESR24070096;ES;JOAO NEIVA;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2406.ES0192;EV.2406.ES0234;-19.682568;-40.389932;7.6;259
ESR24070097;ES;JOAO NEIVA;P-C-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2406.ES0194;EV.2406.ES0236;-19.6465859999999;-40.4057419999999;12.3;259
ESR24070098;ES;JOAO NEIVA;P-D-1;CEV;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2406.ES0195;EV.2406.ES0237;-19.6453449999999;-40.4075279999999;12.6;259
ESS24070044;ES;COLATINA;P-C-1, P-D-1;CEM;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0141;EV.2404.ES0222;-19.524336;-40.672584;59.05;259
ESS24070045;ES;MARECHAL FLORIANO;P-C-1, P-D-1;CEM;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0153;EV.2404.ES0223;-20.410582;-40.6767019999999;46.77;262
ESS24070046;ES;IBATIBA;P-C-1, P-D-1;CEM;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2404.ES0173;EV.2404.ES0224;-20.236025;-41.508861;159.45;262
ESS24070047;ES;IBATIBA;P-C-1;CEM;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2406.ES0189;EV.2406.ES0231;-20.2312149999999;-41.5017259999999;158.55;262
ESS24070048;ES;IBATIBA;P-D-1;CEM;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2406.ES0190;EV.2406.ES0232;-20.232457;-41.503335;158.75;262
ESS24070049;ES;IBATIBA;P-C-1, P-D-1;CEM;Brascontrol/BRI 7544;519.23 / 1 (Monitora Brasil);;ET.2406.ES0191;EV.2406.ES0233;-20.234548;-41.5065859999999;159.16;262
GOB20010002;GO;SANTA RITA DO ARAGUAIA;P-C-1, P-C-2, P-D-1, P-D-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-12-22;ET.1911.GO0222;EV.1805.GO0126;-17.325986;-53.20647;386.0;364
GOB20010003;GO;JATAI;P-D-1, P-D-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-25;ET.1911.GO0219;EV.1805.GO0105;-17.917681;-51.721114;195.85;364
GOB20010004;GO;JATAI;P-D-1, P-D-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-25;ET.1911.GO0220;EV.1805.GO0107;-17.919156;-51.726512;196.3;364
GOB20010005;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-C-3, P-D-1, P-D-2, P-D-3;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-11-24;ET.1911.GO0206;EV.1805.GO0074;-15.736852;-48.2903349999999;9.8;070
GOB20020010;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-C-3, P-D-1, P-D-2, P-D-3;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-11-21;ET.1911.GO0205;EV.1805.GO0073;-15.7362;-48.2860999999999;9.3;070
GOB20020011;GO;JATAI;P-C-1, P-C-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-25;ET.1911.GO0218;EV.1805.GO0104;-17.917577;-51.717441;195.45;364
GOB20020012;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-C-3, P-D-1, P-D-2, P-D-3;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-11-21;ET.1911.GO0203;EV.1805.GO0071;-15.741;-48.2702999999999;7.5;070
GOB20020014;GO;VILA PROPICIO;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-12-22;ET.1912.GO0240;EV.1810.GO0187;-15.208783;-48.698532;94.12;080
GOB20020017;GO;MINEIROS;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-25;ET.1911.GO0221;EV.1805.GO0119;-17.553771;-52.5280109999999;299.6;364
GOB20020018;GO;RIO VERDE;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-11-04;ET.1911.GO0226;EV.1810.GO0158;-17.959039;-50.4966539999999;47.7;452
GOB20020019;GO;ITUMBIARA;P-C-1, P-C-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-14;ET.1911.GO0227;EV.1810.GO0153;-18.396322;-49.2957529999999;187.5;452
GOB21110021;GO;ALVORADA DO NORTE;P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2022-07-06;ET.2108.GO0250;EV.2108.GO0213;-14.439651;-46.460202;185.4;020
GOB21110022;GO;FORMOSA;P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2022-07-06;ET.2108.GO0249;EV.2108.GO0215;-15.546255;-47.1626559999999;21.7;020
GOB21110023;GO;FORMOSA;P-C-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2022-07-06;ET.2108.GO0251;EV.2108.GO0214;-15.54776;-47.1666949999999;21.2;020
GOB22020024;GO;ALVORADA DO NORTE;P-C-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2022-07-06;ET.2108.GO0252;EV.2106.GO0205;-14.44278;-46.4617429999999;185.0;020
GOB23070025;GO;ITABERAI;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-07-19;ET.2303.GO0258;EV.2302.GO0222;-16.025126;-49.777448;189.8;070
GOB23100027;GO;JATAI;P-D-1, P-D-2;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2023-10-26;ET.2309.GO0259;EV.2309.GO0223;-17.918156;-51.751992;199.4;364
GOB24020028;GO;CRISTALINA;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2024-04-16;ET.2312.GO0263;EV.2311.GO0227;-16.082087;-47.522644;30.0;251
GOB24030029;GO;CRISTALINA;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2024-04-16;ET.2312.GO0264;EV.2311.GO0228;-16.066807;-47.5316109999999;32.0;251
GOB24030030;GO;CRISTALINA;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2024-04-16;ET.2312.GO0262;EV.2311.GO0226;-16.1110639999999;-47.492381;25.42;251
GOR20020004;GO;POSSE;P-D-1;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-11-21;ET.1911.GO0187;EV.1805.GO0113;-13.966253;-46.1931939999999;251.3;020
GOR20020005;GO;AGUAS LINDAS DE GOIAS;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-07;ET.1911.GO0198;EV.1805.GO0065;-15.7743;-48.2321999999999;1.25;070
GOR20020006;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-C-3, P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-22;ET.1911.GO0209;EV.1805.GO0077;-15.741721;-48.314799;12.5;070
GOR20020007;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-22;ET.1911.GO0208;EV.1805.GO0076;-15.740408;-48.310814;12.0;070
GOR20020008;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-C-3, P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-03;ET.1911.GO0207;EV.1805.GO0075;-15.738802;-48.3016149999999;11.1;070
GOR20020009;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-C-3, P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-07;ET.1911.GO0204;EV.1805.GO0072;-15.736532;-48.2751519999999;8.2;070
GOR20020010;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-C-3, P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-03;ET.1911.GO0199;EV.1805.GO0066;-15.760119;-48.2458069999999;4.0;070
GOR20020011;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-03;ET.1911.GO0202;EV.1805.GO0070;-15.7462;-48.2654;6.6;070
GOR20020012;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-03;ET.1911.GO0201;EV.1805.GO0069;-15.7514559999999;-48.260238;5.9;070
GOR20020013;GO;INDIARA;P-C-1, P-C-2, P-C-3, P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-15;ET.1911.GO0196;EV.1803.GO0023;-17.135894;-49.9892159999999;251.5;060
GOR20020015;GO;RIO VERDE;P-C-1, P-C-2, P-C-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-09-19;ET.1912.GO0237;EV.1810.GO0133;-17.7893019999999;-50.9057239999999;382.2;060
GOR20020016;GO;RIO VERDE;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-09-19;ET.1912.GO0238;EV.1803.GO0033;-17.795275;-50.912581;383.2;060
GOR20020017;GO;RIO VERDE;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-09-19;ET.1911.GO0197;EV.1803.GO0034;-17.807046;-50.924162;385.0;060
GOR20020018;GO;RIO VERDE;P-C-1, P-C-2, P-C-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-10;ET.1911.GO0235;EV.1803.GO0035;-17.810673;-50.927751;385.5;060
GOR20020020;GO;RIO VERDE;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-10;ET.1912.GO0244;EV.1805.GO0128;-17.8258699999999;-50.98474;391.95;060
GOR20020022;GO;AGUAS LINDAS DE GOIAS;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-03;ET.1911.GO0200;EV.1805.GO0067;-15.7594759999999;-48.248997;4.45;070
GOR20020023;GO;AGUAS LINDAS DE GOIAS;P-C-1, P-C-2, P-C-3, P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-22;ET.1911.GO0210;EV.1805.GO0078;-15.751531;-48.325699;14.1;070
GOR20020024;GO;GOIANIA;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2021-03-06;ET.1911.GO0188;EV.1803.GO0007;-16.705278;-49.344444;164.2;060
GOR20020025;GO;RIO VERDE;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-10-10;ET.1912.GO0241;EV.1803.GO0016;-17.814934;-50.933903;386.5;060
GOR20020026;GO;GUAPO;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-08-15;ET.1911.GO0195;EV.1803.GO0021;-16.8250819999999;-49.53539;187.6;060
GOR20020027;GO;ABADIA DE GOIAS;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-07-30;ET.1911.GO0193;EV.1803.GO0017;-16.78359;-49.4925929999999;181.0;060
GOR20020028;GO;GOIANIA;P-D-1, P-D-2, P-D-3;CEV;Vizentec/DTV 102;168.16 / 9 (Data Traffic);2020-07-30;ET.1912.GO0242;EV.1803.GO0010;-16.717244;-49.365175;166.7;060
